,pulsetiming,x,y,z
98,11.03576,3.372298,3.874562,1.790935
99,11.1109,3.496232,3.739797,1.776908
100,11.21198,3.625834,3.529784,1.747917
101,11.31304,3.729275,3.285734,1.715582
102,11.36943,3.770288,3.154281,1.701921
103,11.4257,3.808225,2.990611,1.690061
104,11.5057,3.83632,2.76584,1.683278
105,11.6057,3.831448,2.481267,1.686336
106,11.83287,3.658321,1.859094,1.71807
107,11.83562,3.658321,1.859094,1.71807
108,11.89055,3.577487,1.714034,1.731616
109,11.95032,3.482331,1.579465,1.747181
110,12.02403,3.354521,1.436969,1.766583
111,12.10114,3.189944,1.293437,1.788373
112,12.16841,3.056164,1.199754,1.803343
113,12.24755,2.867108,1.096021,1.820283
114,12.3057,2.719804,1.037186,1.830246
115,12.43171,2.397743,0.982501,1.843158
116,12.47991,2.301294,0.98942,1.844544
117,12.53778,2.161421,1.022172,1.843517
118,12.61629,1.985963,1.105317,1.834236
119,12.68935,1.843949,1.209685,1.817667
120,12.75218,1.712918,1.336837,1.795665
121,12.8057,1.625865,1.437911,1.779924
122,12.86382,1.528044,1.566649,1.765419
123,12.90961,1.466319,1.655098,1.760298
124,12.9657,1.377642,1.788919,1.760745
125,13.0057,1.32024,1.877595,1.765947
126,13.0357,1.277739,1.94342,1.771703
127,13.0857,1.207737,2.051708,1.783103
128,13.1357,1.139168,2.158739,1.794477
129,13.2257,1.023682,2.352025,1.809017
130,13.2957,0.946691,2.507102,1.812847
131,13.3457,0.90103,2.622076,1.811885
132,13.3857,0.870446,2.716908,1.809417
133,13.4357,0.839181,2.838996,1.804893
134,13.5057,0.806089,3.015832,1.797332
135,13.6057,0.773373,3.276397,1.787689
136,13.6757,0.760213,3.459323,1.784447
137,13.7757,0.768915,3.709022,1.789763
138,13.8357,0.79835,3.84499,1.799395
139,13.91446,0.870374,4.001425,1.816416
140,13.98748,0.961526,4.109382,1.829328
141,14.05465,1.07346,4.18684,1.833661
142,14.11054,1.182316,4.228143,1.826551
143,14.25789,1.47275,4.244009,1.769928
144,14.32707,1.633337,4.216857,1.726891
145,14.38161,1.778832,4.180395,1.689182
146,14.45091,1.958476,4.130776,1.652392
147,14.5057,2.09301,4.096645,1.634238
148,14.5457,2.203648,4.073021,1.625177
149,14.5857,2.31617,4.054044,1.62065
150,14.6257,2.429774,4.040121,1.619947
151,14.68522,2.600443,4.027224,1.624034
152,14.74323,2.768945,4.018537,1.631657
153,14.83257,3.011028,3.99466,1.645643
154,14.92716,3.231362,3.934491,1.659504
155,15.00504,3.402557,3.840602,1.668227
156,15.09342,3.5626,3.691885,1.670917
157,15.17817,3.673939,3.527794,1.666674
158,15.27791,3.772193,3.290502,1.654189
159,15.4057,3.832405,2.94506,1.633373
160,15.4657,3.83449,2.777457,1.626045
161,15.5357,3.8166,2.579683,1.621562
162,15.66747,3.728279,2.216691,1.628262
163,15.75716,3.630622,1.977294,1.647487
164,15.83913,3.523251,1.778588,1.675487
165,15.90954,3.416122,1.618414,1.706956
166,15.96236,3.315911,1.492622,1.737375
167,16.01194,3.227045,1.396423,1.763683
168,16.08846,3.095204,1.275197,1.79918
169,16.16315,2.935126,1.156623,1.833542
170,16.22847,2.809096,1.083559,1.852559
171,16.28865,2.678507,1.026512,1.86491
172,16.34952,2.544262,0.987632,1.87077
173,16.40142,2.407466,0.96876,1.871055
174,16.45072,2.292501,0.969246,1.868333
175,16.49218,2.200681,0.980435,1.865247
176,16.5413,2.08719,1.007732,1.861343
177,16.59994,1.976258,1.049333,1.857909
178,16.66949,1.826986,1.130055,1.853209
179,16.72094,1.705763,1.217539,1.848047
180,16.80071,1.554681,1.354358,1.839158
181,16.86131,1.448885,1.467676,1.832001
182,16.94291,1.31632,1.628987,1.822247
183,17.0057,1.222897,1.757147,1.813544
184,17.0657,1.135162,1.891925,1.80266
185,17.4057,0.779502,2.76516,1.742857
186,17.5457,0.707205,3.14018,1.752058
187,17.6157,0.689908,3.31874,1.766697
188,17.78281,0.742894,3.70117,1.808492
189,18.02258,1.107045,4.027235,1.805776
190,18.0649,1.193354,4.05151,1.797074
191,18.14405,1.378557,4.076283,1.778446
192,18.21409,1.551074,4.076422,1.762973
193,18.3308,1.864459,4.049895,1.744097
194,18.387,2.000024,4.037223,1.741264
195,18.4257,2.109736,4.029837,1.741448
196,18.4657,2.220013,4.026449,1.743601
197,18.5157,2.357931,4.02895,1.748471
198,18.5557,2.467866,4.03626,1.753525
199,18.6357,2.685269,4.060638,1.765085
200,18.71351,2.895878,4.085151,1.778138
201,18.77118,3.045247,4.091971,1.789371
202,18.82666,3.16169,4.083684,1.799431
203,18.89564,3.310337,4.044583,1.813305
204,18.96505,3.439749,3.971814,1.824277
205,19.04189,3.560514,3.85232,1.828509
206,19.12023,3.651165,3.701749,1.820532
207,19.18913,3.70031,3.572457,1.806363
208,19.30994,3.75561,3.280725,1.761449
209,19.4257,3.759526,2.955597,1.705603
210,19.4757,3.746669,2.813532,1.683514
211,19.5457,3.714991,2.611243,1.657757
212,19.62546,3.661397,2.378958,1.640117
213,19.70712,3.592811,2.149715,1.638795
214,19.79612,3.501369,1.900366,1.657286
215,19.8776,3.40709,1.691073,1.687441
216,19.95505,3.298398,1.498144,1.724704
217,20.07468,3.106141,1.248694,1.783434
218,20.14511,2.977567,1.130574,1.813918
219,20.21776,2.837609,1.036224,1.838086
220,20.2857,2.688209,0.96845,1.854021
221,20.35276,2.532488,0.930468,1.860572
222,20.40799,2.41967,0.923405,1.859298
223,20.48317,2.241119,0.949134,1.847423
224,20.54592,2.112341,0.998293,1.831407
225,20.59975,2.010514,1.057458,1.814317
226,20.65013,1.896849,1.147796,1.790936
227,20.7057,1.810744,1.237173,1.770656
228,20.7957,1.68029,1.425164,1.737082
229,20.8757,1.59679,1.615263,1.714468
230,20.9157,1.568481,1.716169,1.706085
231,20.9557,1.5497,1.81978,1.69949
232,21.02905,1.539153,2.005192,1.691523
233,21.08776,1.549808,2.165986,1.687572
234,21.15771,1.578304,2.353159,1.686518
235,21.23378,1.62017,2.563373,1.692202
236,21.28994,1.645623,2.691231,1.700428
237,21.39189,1.686259,2.959267,1.729327
238,21.4657,1.698462,3.120002,1.750108
239,21.54108,1.704883,3.29548,1.769743
240,21.66167,1.727422,3.54227,1.789561
241,21.74769,1.772629,3.693623,1.796773
242,21.81489,1.840036,3.815312,1.796379
243,21.88992,1.933711,3.924967,1.787649
244,21.94824,2.032942,4.007534,1.77453
245,22.00081,2.1473,4.077838,1.759254
246,22.06579,2.274145,4.134521,1.744876
247,22.13013,2.433476,4.182413,1.731971
248,22.19836,2.57547,4.20766,1.725846
249,22.2757,2.765932,4.217967,1.726121
250,22.35125,2.950195,4.199675,1.735252
251,22.45046,3.160598,4.132354,1.752899
252,22.52813,3.289756,4.054321,1.763285
253,22.61032,3.432557,3.919032,1.768317
254,22.71856,3.563402,3.729475,1.759632
255,22.82426,3.67727,3.482707,1.734054
256,22.90912,3.739346,3.282178,1.709484
257,22.98571,3.779837,3.066413,1.685742
258,23.0657,3.794975,2.838209,1.66729
259,23.1457,3.784195,2.60135,1.655547
260,23.25889,3.732759,2.269531,1.649864
261,23.38971,3.626109,1.885779,1.66059
262,23.3929,3.615759,1.857437,1.662267
263,23.45138,3.54622,1.693118,1.674608
264,23.53506,3.431375,1.493425,1.695359
265,23.60986,3.308788,1.340842,1.714758
266,23.67042,3.167458,1.210533,1.732874
267,23.7495,3.011395,1.102654,1.747949
268,23.82711,2.820478,1.00757,1.759781
269,23.89447,2.646702,0.951802,1.764891
270,23.94864,2.520854,0.929991,1.765896
271,24.03041,2.295024,0.933551,1.762841
272,24.09328,2.147598,0.967972,1.756959
273,24.16194,1.981526,1.038973,1.746169
274,24.23153,1.823902,1.138823,1.732894
275,24.36657,1.556625,1.380302,1.712956
276,24.42777,1.444344,1.508083,1.710523
277,24.47368,1.356266,1.619582,1.712952
278,24.50952,1.305984,1.688193,1.716312
279,24.56737,1.211655,1.828564,1.726565
280,24.6157,1.139842,1.948299,1.737509
281,24.6557,1.087151,2.045722,1.746855
282,24.7857,0.947332,2.371347,1.773929
283,24.8457,0.898786,2.525206,1.783636
284,24.8857,0.871232,2.628425,1.789649
285,24.9457,0.835548,2.783582,1.798744
286,25.0557,0.782734,3.067433,1.815349
287,25.1357,0.756656,3.271202,1.825135
288,25.21375,0.751919,3.468118,1.832941
289,25.31623,0.795717,3.694776,1.841224
290,25.42105,0.920336,3.902432,1.845565
291,25.4961,1.037557,4.002743,1.843934
292,25.49732,1.037557,4.002743,1.843934
293,25.58207,1.220434,4.087003,1.836325
294,25.64421,1.356049,4.114288,1.827619
295,25.70539,1.498649,4.121066,1.816013
296,25.76044,1.646221,4.111838,1.802671
297,25.80431,1.74681,4.099663,1.794158
298,25.84677,1.848857,4.084968,1.787163
299,25.8857,1.952037,4.069784,1.78256
300,25.9357,2.082055,4.053119,1.780802
301,25.9757,2.186526,4.043744,1.782415
302,26.0157,2.291201,4.039106,1.786062
303,26.1257,2.579686,4.049242,1.800422
304,26.20608,2.788775,4.064375,1.811996
305,26.28995,2.992504,4.064983,1.825931
306,26.3844,3.228513,4.019221,1.845221
307,26.4779,3.411998,3.922384,1.858355
308,26.60794,3.605343,3.696698,1.858562
309,26.67788,3.670489,3.542905,1.846613
310,26.78178,3.718466,3.268468,1.813271
311,26.8457,3.71816,3.105467,1.790137
312,26.95882,3.679012,2.78896,1.746655
313,27.05582,3.611164,2.489183,1.716692
314,27.12212,3.549752,2.277594,1.705637
315,27.19099,3.478353,2.068798,1.704197
316,27.25431,3.409415,1.895087,1.710924
317,27.34136,3.292864,1.648637,1.733993
318,27.40674,3.206975,1.495948,1.756243
319,27.47933,3.098539,1.331534,1.78585
320,27.55449,2.962261,1.165212,1.819714
321,27.65129,2.771399,0.997134,1.856017
322,27.73816,2.602521,0.901506,1.877172
323,27.80461,2.4461,0.85097,1.888901
324,27.8548,2.33274,0.835623,1.893626
325,27.8957,2.243265,0.836431,1.895487
326,27.96591,2.094308,0.866494,1.89474
327,28.03011,1.961311,0.93245,1.887736
328,28.10192,1.849153,1.031164,1.87244
329,28.1957,1.7383,1.197368,1.83916
330,28.26089,1.676795,1.349491,1.804627
331,28.30508,1.650418,1.443039,1.782745
332,28.34694,1.629863,1.54038,1.760009
333,28.40973,1.608915,1.69222,1.725423
334,28.48953,1.59725,1.90365,1.680532
335,28.56016,1.601621,2.123646,1.640165
336,28.63138,1.61534,2.32126,1.612968
337,28.75989,1.645796,2.662509,1.59601
338,28.94077,1.669312,3.175998,1.637938
339,29.00598,1.673099,3.325745,1.658524
340,29.1093,1.694491,3.556245,1.69665
341,29.16873,1.725171,3.679516,1.721802
342,29.24605,1.793666,3.821528,1.75548
343,29.30911,1.866331,3.909274,1.777315
344,29.38744,1.988759,4.000485,1.79679
345,29.4376,2.078061,4.043024,1.802007
346,29.48092,2.175943,4.075163,1.801562
347,29.54517,2.303371,4.101322,1.794243
348,29.6257,2.486761,4.118585,1.776812
349,29.6757,2.60664,4.120685,1.764561
350,29.7557,2.80141,4.109433,1.74792
351,29.87632,3.084435,4.047321,1.735473
352,29.99861,3.3318,3.913847,1.73071
353,30.14167,3.561144,3.646384,1.716789
354,30.24008,3.657642,3.421265,1.699023
355,30.3357,3.705283,3.19689,1.679568
356,30.4357,3.715674,2.930434,1.657551
357,30.5557,3.674295,2.595685,1.634816
358,30.67528,3.588724,2.25666,1.623928
359,30.77608,3.493919,1.980187,1.629271
360,30.85797,3.405036,1.768657,1.644077
361,30.92139,3.3169,1.594805,1.663604
362,30.99129,3.217556,1.435083,1.686918
363,31.04995,3.139044,1.331332,1.704147
364,31.1313,2.981089,1.169525,1.731414
365,31.1957,2.864156,1.08158,1.744014
366,31.27235,2.695866,0.992327,1.75284
367,31.32973,2.585276,0.95447,1.754916
368,31.3871,2.449536,0.928607,1.755872
369,31.47097,2.245956,0.930852,1.756803
370,31.54196,2.092914,0.965923,1.756613
371,31.6115,1.94812,1.027417,1.75401
372,31.67689,1.831957,1.098062,1.749151
373,31.74542,1.70565,1.197124,1.741056
374,31.84257,1.539059,1.361619,1.728885
375,31.90247,1.444952,1.470113,1.722888
376,31.9632,1.354596,1.584412,1.71836
377,32.03281,1.25425,1.724324,1.715032
378,32.1157,1.147949,1.893383,1.712812
379,32.1957,1.052969,2.07342,1.710335
380,32.2757,0.970876,2.264369,1.706704
381,32.3557,0.900647,2.464038,1.704174
382,32.4257,0.846815,2.643338,1.705986
383,32.4957,0.798184,2.824284,1.713481
384,32.5757,0.74855,3.029375,1.7298
385,32.6957,0.697151,3.32411,1.768926
386,32.81629,0.703926,3.59113,1.817662
387,32.9357,0.790771,3.815228,1.861307
388,33.04379,0.934756,3.967404,1.88643
389,33.12128,1.066924,4.039187,1.893323
390,33.18798,1.175282,4.069412,1.892291
391,33.30922,1.402653,4.071515,1.876506
392,33.35674,1.4991,4.053683,1.865223
393,33.40637,1.596233,4.028657,1.852046
394,33.45687,1.694243,3.999297,1.837934
395,33.4957,1.773527,3.97441,1.826663
396,33.5357,1.853816,3.949291,1.815944
397,33.58919,1.95566,3.917928,1.804041
398,33.64265,2.079272,3.878988,1.793381
399,33.68592,2.161477,3.850843,1.789557
400,33.71516,2.222368,3.828008,1.788949
401,33.74326,2.282153,3.803454,1.790561
402,33.77451,2.34049,3.777108,1.794503
403,33.80261,2.397155,3.749059,1.800699
404,33.80445,2.397155,3.749059,1.800699
405,33.83683,2.452088,3.719554,1.808859
406,33.86441,2.505415,3.688979,1.818506
407,33.89943,2.557427,3.6578,1.829028
408,33.92721,2.608524,3.626494,1.83973
409,33.97281,2.692843,3.57512,1.85602
410,34.05586,2.829341,3.497314,1.871305
411,34.16043,3.025307,3.397036,1.858244
412,34.22937,3.134417,3.33889,1.83436
413,34.39453,3.418719,3.106608,1.725738
414,34.4757,3.521406,2.945637,1.666247
415,34.6157,3.632342,2.58825,1.575089
416,34.79033,3.654838,2.056858,1.527068
417,34.86685,3.63048,1.852964,1.536719
418,34.94878,3.578992,1.635413,1.565817
419,34.95221,3.570734,1.609783,1.570592
420,35.03153,3.49007,1.419807,1.6149
421,35.16078,3.30758,1.174037,1.692348
422,35.23632,3.186789,1.074395,1.726116
423,35.31215,3.033068,0.98694,1.751618
424,35.39545,2.865746,0.926383,1.761871
425,35.4557,2.733032,0.89887,1.760644
426,35.53057,2.548681,0.887592,1.749955
427,35.66922,2.239122,0.935196,1.718933
428,35.73488,2.072959,0.994789,1.698457
429,35.7879,1.956829,1.050536,1.683859
430,35.83635,1.843806,1.115922,1.670349
431,35.89056,1.712971,1.205382,1.656418
432,35.98408,1.527027,1.358124,1.641095
433,36.11149,1.281842,1.610499,1.630749
434,36.2357,1.08934,1.875235,1.629409
435,36.3157,0.984998,2.068715,1.629639
436,36.3857,0.910157,2.247507,1.630056
437,36.4457,0.856979,2.406241,1.631117
438,36.5457,0.785507,2.677981,1.636616
439,36.6157,0.744277,2.87015,1.645154
440,36.7157,0.696965,3.141284,1.666183
441,36.8657,0.67422,3.521999,1.717079
442,36.9657,0.712143,3.742929,1.758895
443,37.10439,0.847625,3.982716,1.810374
444,37.18551,0.963207,4.075833,1.824915
445,37.2795,1.119268,4.141642,1.820797
446,37.3658,1.296383,4.170046,1.794583
447,37.42862,1.423686,4.172471,1.767724
448,37.50026,1.604123,4.162967,1.725813
449,37.57007,1.773129,4.150022,1.687873
450,37.62554,1.900964,4.141552,1.661919
451,37.68433,2.062346,4.134656,1.633641
452,37.7357,2.20291,4.132637,1.613581
453,37.8057,2.406698,4.135192,1.592524
454,37.8757,2.614294,4.140625,1.581714
455,37.9738,2.905217,4.140031,1.588064
456,38.11184,3.268598,4.079265,1.633559
457,38.26537,3.56332,3.897078,1.68568
458,38.36351,3.696151,3.715067,1.700362
459,38.46093,3.776996,3.497147,1.69395
460,38.6257,3.799156,3.093167,1.646968
461,38.7357,3.739869,2.787701,1.604725
462,38.87023,3.587054,2.388123,1.57322
463,38.93897,3.501577,2.221205,1.576034
464,39.00432,3.392856,2.035336,1.594728
465,39.06244,3.29652,1.886289,1.623655
466,39.10384,3.232964,1.792948,1.648659
467,39.10629,3.232964,1.792948,1.648659
468,39.14307,3.171336,1.70459,1.677132
469,39.18613,3.112439,1.621144,1.70771
470,39.22372,3.05654,1.542387,1.738732
471,39.24994,3.029648,1.504659,1.753857
472,39.2825,2.977594,1.432258,1.782294
473,39.31696,2.939611,1.380455,1.801358
474,39.34473,2.902013,1.330668,1.818012
475,39.39121,2.838767,1.252064,1.839784
476,39.43169,2.786192,1.193213,1.851597
477,39.49047,2.701136,1.112285,1.860155
478,39.5703,2.571483,1.019833,1.85621
479,39.6457,2.440961,0.954408,1.841532
480,39.7157,2.295468,0.902998,1.820403
481,39.7857,2.137232,0.864503,1.796853
482,39.8457,1.993541,0.840763,1.77716
483,39.98148,1.640824,0.819514,1.737157
484,40.08782,1.387529,0.844857,1.712402
485,40.21756,1.084668,0.95525,1.679049
486,40.28113,0.946156,1.056425,1.658049
487,40.34147,0.846412,1.165012,1.637988
488,40.44177,0.7252,1.3837,1.6019
489,40.53514,0.66569,1.610705,1.569231
490,40.6057,0.648736,1.799888,1.545856
491,40.6757,0.65327,1.995115,1.525884
492,40.7457,0.674751,2.192811,1.511215
493,40.8157,0.707541,2.390127,1.505111
494,40.8757,0.74002,2.556609,1.509276
495,40.9457,0.777781,2.744246,1.526295
496,40.9957,0.801736,2.871628,1.545494
497,41.0257,0.814022,2.944795,1.558998
498,41.0857,0.832746,3.083468,1.587849
499,41.1357,0.842504,3.191899,1.610693
500,41.1757,0.847501,3.274829,1.626011
501,41.2157,0.851369,3.355005,1.637157
502,41.2557,0.85568,3.432816,1.642983
503,41.4235,0.924562,3.737028,1.601873
504,41.52552,1.044876,3.887653,1.537564
505,41.61513,1.215622,3.995469,1.469167
506,41.67905,1.357714,4.049755,1.425951
507,41.73204,1.516758,4.088757,1.390997
508,41.78559,1.658167,4.109488,1.371844
509,41.83428,1.804201,4.120316,1.363816
510,41.8954,1.981701,4.122732,1.369256
511,41.9657,2.18768,4.116491,1.393163
512,42.0557,2.445585,4.103551,1.440679
513,42.1757,2.767022,4.081589,1.514371
514,42.2613,2.982061,4.048769,1.571234
515,42.35557,3.16904,3.98712,1.623761
516,42.45639,3.3416,3.877365,1.666688
517,42.52967,3.439656,3.775256,1.6824
518,42.61212,3.537599,3.616007,1.682868
519,42.6868,3.592449,3.472274,1.66806
520,42.8457,3.652081,3.087035,1.597997
521,42.9557,3.642865,2.785937,1.545024
522,43.11431,3.57325,2.320126,1.503447
523,43.20962,3.517021,2.056141,1.505976
524,43.27791,3.466707,1.85655,1.520904
525,43.28067,3.458896,1.828747,1.523873
526,43.34775,3.407494,1.666967,1.545352
527,43.45851,3.285751,1.399352,1.594913
528,43.53519,3.169312,1.233899,1.630641
529,43.60774,3.047132,1.111951,1.65571
530,43.67408,2.907835,1.012829,1.672652
531,43.7327,2.777511,0.947291,1.681001
532,43.82349,2.569546,0.885969,1.685366
533,43.89467,2.403474,0.872217,1.683643
534,43.97875,2.216912,0.896403,1.676396
535,44.05456,2.041334,0.964221,1.662919
536,44.12518,1.900907,1.056495,1.646369
537,44.2191,1.739953,1.211096,1.62205
538,44.28132,1.627701,1.350311,1.605516
539,44.34045,1.537917,1.476556,1.59628
540,44.3892,1.480221,1.562013,1.593527
541,44.45797,1.381049,1.710926,1.595302
542,44.5257,1.281456,1.857143,1.602881
543,44.5857,1.194736,1.98048,1.610701
544,44.6657,1.079003,2.144398,1.619526
545,44.7457,0.967983,2.310989,1.625864
546,44.8057,0.890887,2.438958,1.630254
547,44.8757,0.809637,2.591705,1.636554
548,45.15475,0.603137,3.225328,1.680246
549,45.3057,0.606929,3.549215,1.714422
550,45.4568,0.733714,3.82089,1.735743
551,45.59198,0.958869,3.992693,1.733207
552,45.68159,1.142924,4.054199,1.721154
553,45.74078,1.276302,4.075334,1.709948
554,45.81031,1.438923,4.082952,1.694814
555,45.81163,1.438923,4.082952,1.694814
556,45.88804,1.606835,4.075169,1.678329
557,45.9457,1.753591,4.057044,1.664428
558,46.0057,1.901594,4.02665,1.652324
559,46.08596,2.09789,3.962361,1.64105
560,46.14901,2.241651,3.894989,1.637356
561,46.18291,2.334814,3.842111,1.637658
562,46.21238,2.403128,3.799272,1.639548
563,46.23916,2.447952,3.769599,1.641635
564,46.28676,2.557797,3.693053,1.649592
565,46.33456,2.665196,3.615384,1.660598
566,46.38423,2.77109,3.538623,1.673011
567,46.41644,2.834203,3.493434,1.680351
568,46.49325,3.001253,3.37582,1.696334
569,46.65955,3.316602,3.131765,1.704913
570,46.74193,3.465404,2.968146,1.699563
571,46.9075,3.643404,2.612592,1.679501
572,47.06216,3.687297,2.205084,1.658852
573,47.15162,3.648442,1.972755,1.652888
574,47.22212,3.587842,1.798052,1.652635
575,47.29804,3.503597,1.632829,1.656762
576,47.39465,3.348901,1.419162,1.668368
577,47.46728,3.220877,1.288383,1.677394
578,47.54683,3.058702,1.161106,1.685905
579,47.6257,2.883185,1.0618,1.691153
580,47.69283,2.721508,1.00218,1.692324
581,47.82506,2.41025,0.969801,1.684227
582,47.88482,2.266034,0.990934,1.675641
583,47.93581,2.147614,1.025328,1.666659
584,47.99846,2.008857,1.085189,1.654588
585,48.08285,1.808169,1.207965,1.635568
586,48.2222,1.507191,1.455168,1.611978
587,48.28322,1.380755,1.573675,1.608523
588,48.4557,1.049695,1.935733,1.628175
589,48.5057,0.968868,2.05113,1.639568
590,48.6457,0.802973,2.398694,1.672217
591,49.0057,0.691014,3.366792,1.7251
592,49.10486,0.735101,3.620176,1.747281
593,49.26158,0.91325,3.958571,1.788537
594,49.34817,1.049493,4.080509,1.80574
595,49.42293,1.209327,4.164268,1.8154
596,49.47577,1.31805,4.196952,1.8159
597,49.53115,1.454929,4.217738,1.81062
598,49.5919,1.597221,4.221061,1.799838
599,49.65845,1.744311,4.210365,1.785085
600,49.72282,1.922066,4.186093,1.765545
601,49.7957,2.106979,4.156399,1.746336
602,49.8657,2.299537,4.127273,1.729004
603,49.95454,2.556806,4.093488,1.709587
604,50.03642,2.789013,4.060496,1.696008
605,50.19984,3.226118,3.932446,1.689781
606,50.29089,3.451098,3.786815,1.698938
607,50.36526,3.57607,3.656367,1.706795
608,50.52288,3.751028,3.291289,1.714467
609,50.6457,3.785872,2.977916,1.706696
610,50.7057,3.776288,2.814465,1.700556
611,50.8057,3.725963,2.537688,1.690172
612,50.99748,3.536278,2.016095,1.681901
613,51.0653,3.44138,1.832048,1.686589
614,51.1354,3.335144,1.656167,1.696314
615,51.18914,3.252663,1.537037,1.705885
616,51.27687,3.090493,1.339978,1.726837
617,51.35091,2.932203,1.188464,1.747858
618,51.44971,2.740658,1.053654,1.772524
619,51.51111,2.58418,0.983066,1.790118
620,51.57537,2.447171,0.951073,1.80187
621,51.65983,2.264402,0.951814,1.809767
622,51.73783,2.086292,0.999706,1.806521
623,51.79909,1.958073,1.062438,1.79697
624,51.85803,1.835042,1.14387,1.782894
625,51.93517,1.677784,1.274646,1.760723
626,52.01378,1.525018,1.423341,1.738648
627,52.10181,1.354768,1.60535,1.716849
628,52.1957,1.186239,1.800568,1.699326
629,52.2757,1.043507,1.986549,1.688629
630,52.3357,0.946166,2.134829,1.684701
631,52.7257,0.627676,3.215303,1.722672
632,52.7957,0.620916,3.399851,1.74472
633,52.94336,0.683689,3.741847,1.801622
634,53.17265,1.020694,4.072281,1.836005
