Format Version,1.23,Take Name,601_no1,Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2023-04-13 07.39.33.825 午征ECapture Start Frame,835242,Total Frames in Take,73413,Total Exported Frames,72923,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
, ,,,,,,,,,,,,,,,,,,,,,
,Type,Marker,Marker,Marker,,,,,,,,,,,,,,,,,,
,Name,Unlabeled 2255,Unlabeled 2255,Unlabeled 2255,,,,,,,,,,,,,,,,,,
,ID,1E2D05B9E45472311EE,1E2D05B9E45472311EE,1E2D05B9E45472311EE,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,,,,,,,,,,,,,,,,,,
5946,59.46,1.574023,1.697016,0.847072,,,,,,,,,,,,,,,,,,
5947,59.47,1.552887,1.694413,0.860236,,,,,,,,,,,,,,,,,,
5948,59.48,1.531874,1.691751,0.873828,,,,,,,,,,,,,,,,,,
5949,59.49,1.510982,1.689038,0.887832,,,,,,,,,,,,,,,,,,
5950,59.5,1.490209,1.686284,0.90223,,,,,,,,,,,,,,,,,,
5951,59.51,1.469551,1.683498,0.917009,,,,,,,,,,,,,,,,,,
5952,59.52,1.449006,1.680688,0.932153,,,,,,,,,,,,,,,,,,
5953,59.53,1.428572,1.677865,0.947648,,,,,,,,,,,,,,,,,,
5954,59.54,1.408246,1.675037,0.963482,,,,,,,,,,,,,,,,,,
5955,59.55,1.388025,1.672214,0.979644,,,,,,,,,,,,,,,,,,
5956,59.56,1.367907,1.669405,0.996121,,,,,,,,,,,,,,,,,,
5957,59.57,1.347891,1.666619,1.012905,,,,,,,,,,,,,,,,,,
5958,59.58,1.327975,1.663863,1.029986,,,,,,,,,,,,,,,,,,
5959,59.59,1.308158,1.661145,1.047356,,,,,,,,,,,,,,,,,,
5960,59.6,1.28844,1.658471,1.065009,,,,,,,,,,,,,,,,,,
5961,59.61,1.268821,1.655848,1.082937,,,,,,,,,,,,,,,,,,
5962,59.62,1.249303,1.653281,1.101136,,,,,,,,,,,,,,,,,,
5963,59.63,1.229885,1.650774,1.119602,,,,,,,,,,,,,,,,,,
5964,59.64,1.210571,1.64833,1.138329,,,,,,,,,,,,,,,,,,
5965,59.65,1.191364,1.645953,1.157315,,,,,,,,,,,,,,,,,,
5966,59.66,1.172267,1.643643,1.176558,,,,,,,,,,,,,,,,,,
5967,59.67,1.153284,1.641403,1.196054,,,,,,,,,,,,,,,,,,
5968,59.68,1.13442,1.639232,1.215803,,,,,,,,,,,,,,,,,,
5969,59.69,1.115682,1.63713,1.235803,,,,,,,,,,,,,,,,,,
5970,59.7,1.097075,1.635095,1.256051,,,,,,,,,,,,,,,,,,
5971,59.71,1.078607,1.633128,1.276547,,,,,,,,,,,,,,,,,,
5972,59.72,1.060285,1.631227,1.29729,,,,,,,,,,,,,,,,,,
5973,59.73,1.042118,1.629389,1.318278,,,,,,,,,,,,,,,,,,
5974,59.74,1.024115,1.627612,1.339509,,,,,,,,,,,,,,,,,,
5975,59.75,1.006285,1.625895,1.360983,,,,,,,,,,,,,,,,,,
5976,59.76,0.988637,1.624236,1.382696,,,,,,,,,,,,,,,,,,
5977,59.77,0.971182,1.622634,1.404648,,,,,,,,,,,,,,,,,,
5978,59.78,0.953929,1.621086,1.426836,,,,,,,,,,,,,,,,,,
5979,59.79,0.93689,1.619592,1.449257,,,,,,,,,,,,,,,,,,
5980,59.8,0.920075,1.618151,1.471908,,,,,,,,,,,,,,,,,,
5981,59.81,0.903493,1.616762,1.494788,,,,,,,,,,,,,,,,,,
5982,59.82,0.887155,1.615425,1.517892,,,,,,,,,,,,,,,,,,
5983,59.83,0.871071,1.614139,1.541218,,,,,,,,,,,,,,,,,,
5984,59.84,0.85525,1.612905,1.564761,,,,,,,,,,,,,,,,,,
5985,59.85,0.839701,1.611721,1.588519,,,,,,,,,,,,,,,,,,
5986,59.86,0.824432,1.610589,1.612486,,,,,,,,,,,,,,,,,,
5987,59.87,0.809452,1.609508,1.636661,,,,,,,,,,,,,,,,,,
5988,59.88,0.794767,1.608478,1.661038,,,,,,,,,,,,,,,,,,
5989,59.89,0.780384,1.607499,1.685613,,,,,,,,,,,,,,,,,,
5990,59.9,0.766308,1.606571,1.710383,,,,,,,,,,,,,,,,,,
5991,59.91,0.752544,1.605694,1.735344,,,,,,,,,,,,,,,,,,
5992,59.92,0.739094,1.604867,1.76049,,,,,,,,,,,,,,,,,,
5993,59.93,0.725962,1.604091,1.785819,,,,,,,,,,,,,,,,,,
5994,59.94,0.713148,1.603364,1.811326,,,,,,,,,,,,,,,,,,
5995,59.95,0.700653,1.602687,1.837007,,,,,,,,,,,,,,,,,,
5996,59.96,0.688477,1.602058,1.862857,,,,,,,,,,,,,,,,,,
5997,59.97,0.676617,1.601477,1.888873,,,,,,,,,,,,,,,,,,
5998,59.98,0.665071,1.600943,1.915051,,,,,,,,,,,,,,,,,,
5999,59.99,0.653836,1.600455,1.941385,,,,,,,,,,,,,,,,,,
6000,60,0.642909,1.600013,1.967873,,,,,,,,,,,,,,,,,,
6001,60.01,0.632285,1.599615,1.994509,,,,,,,,,,,,,,,,,,
6002,60.02,0.621958,1.599262,2.021291,,,,,,,,,,,,,,,,,,
6003,60.03,0.611924,1.598954,2.048212,,,,,,,,,,,,,,,,,,
6004,60.04,0.602176,1.598689,2.075269,,,,,,,,,,,,,,,,,,
6005,60.05,0.592707,1.59847,2.102457,,,,,,,,,,,,,,,,,,
6006,60.06,0.583511,1.598297,2.129771,,,,,,,,,,,,,,,,,,
6007,60.07,0.574579,1.59817,2.157208,,,,,,,,,,,,,,,,,,
6008,60.08,0.565904,1.598094,2.184761,,,,,,,,,,,,,,,,,,
6009,60.09,0.557476,1.598069,2.212426,,,,,,,,,,,,,,,,,,
6010,60.1,0.549287,1.5981,2.240199,,,,,,,,,,,,,,,,,,
6011,60.11,0.541327,1.598189,2.268073,,,,,,,,,,,,,,,,,,
6012,60.12,0.533587,1.598342,2.296045,,,,,,,,,,,,,,,,,,
6013,60.13,0.526057,1.598563,2.324109,,,,,,,,,,,,,,,,,,
6014,60.14,0.518728,1.598857,2.35226,,,,,,,,,,,,,,,,,,
6015,60.15,0.51159,1.59923,2.380494,,,,,,,,,,,,,,,,,,
6016,60.16,0.504635,1.599688,2.408805,,,,,,,,,,,,,,,,,,
6017,60.17,0.497853,1.600238,2.43719,,,,,,,,,,,,,,,,,,
6018,60.18,0.491238,1.600886,2.465644,,,,,,,,,,,,,,,,,,
6019,60.19,0.484781,1.601638,2.494161,,,,,,,,,,,,,,,,,,
6020,60.2,0.478477,1.602501,2.522738,,,,,,,,,,,,,,,,,,
6021,60.21,0.472319,1.603482,2.551371,,,,,,,,,,,,,,,,,,
6022,60.22,0.466303,1.604587,2.580053,,,,,,,,,,,,,,,,,,
6023,60.23,0.460427,1.605821,2.608782,,,,,,,,,,,,,,,,,,
6024,60.24,0.454687,1.60719,2.637552,,,,,,,,,,,,,,,,,,
6025,60.25,0.449084,1.608698,2.666359,,,,,,,,,,,,,,,,,,
6026,60.26,0.443617,1.610348,2.695198,,,,,,,,,,,,,,,,,,
6027,60.27,0.438288,1.612145,2.724063,,,,,,,,,,,,,,,,,,
6028,60.28,0.433101,1.614088,2.752949,,,,,,,,,,,,,,,,,,
6029,60.29,0.428059,1.61618,2.781848,,,,,,,,,,,,,,,,,,
6030,60.3,0.423167,1.61842,2.810754,,,,,,,,,,,,,,,,,,
6031,60.31,0.418433,1.62081,2.839658,,,,,,,,,,,,,,,,,,
6032,60.32,0.413862,1.623347,2.868552,,,,,,,,,,,,,,,,,,
6033,60.33,0.409463,1.626032,2.897425,,,,,,,,,,,,,,,,,,
6034,60.34,0.405243,1.628865,2.926265,,,,,,,,,,,,,,,,,,
6035,60.35,0.401212,1.631846,2.95506,,,,,,,,,,,,,,,,,,
6036,60.36,0.397379,1.634974,2.983796,,,,,,,,,,,,,,,,,,
6037,60.37,0.393754,1.638253,3.012456,,,,,,,,,,,,,,,,,,
6038,60.38,0.390348,1.641683,3.041024,,,,,,,,,,,,,,,,,,
6039,60.39,0.387172,1.645269,3.069483,,,,,,,,,,,,,,,,,,
6040,60.4,0.384239,1.649014,3.097811,,,,,,,,,,,,,,,,,,
6041,60.41,0.381562,1.652924,3.125989,,,,,,,,,,,,,,,,,,
6042,60.42,0.379155,1.657003,3.153995,,,,,,,,,,,,,,,,,,
6043,60.43,0.377033,1.661257,3.181805,,,,,,,,,,,,,,,,,,
6044,60.44,0.375211,1.665692,3.209395,,,,,,,,,,,,,,,,,,
6045,60.45,0.373704,1.670315,3.23674,,,,,,,,,,,,,,,,,,
6046,60.46,0.37253,1.675128,3.263815,,,,,,,,,,,,,,,,,,
6047,60.47,0.371706,1.680138,3.290593,,,,,,,,,,,,,,,,,,
6048,60.48,0.371247,1.685346,3.317049,,,,,,,,,,,,,,,,,,
6049,60.49,0.371172,1.690754,3.343155,,,,,,,,,,,,,,,,,,
6050,60.5,0.371496,1.696362,3.368886,,,,,,,,,,,,,,,,,,
6051,60.51,0.372236,1.702166,3.394217,,,,,,,,,,,,,,,,,,
6052,60.52,0.373408,1.708163,3.419121,,,,,,,,,,,,,,,,,,
6053,60.53,0.375025,1.714344,3.443575,,,,,,,,,,,,,,,,,,
6054,60.54,0.377101,1.720699,3.467555,,,,,,,,,,,,,,,,,,
6055,60.55,0.379648,1.727218,3.49104,,,,,,,,,,,,,,,,,,
6056,60.56,0.382675,1.733884,3.514007,,,,,,,,,,,,,,,,,,
6057,60.57,0.386192,1.74068,3.536438,,,,,,,,,,,,,,,,,,
6058,60.58,0.390205,1.747589,3.558314,,,,,,,,,,,,,,,,,,
6059,60.59,0.394718,1.754587,3.579619,,,,,,,,,,,,,,,,,,
6060,60.6,0.399737,1.761652,3.600338,,,,,,,,,,,,,,,,,,
6061,60.61,0.405261,1.768758,3.620458,,,,,,,,,,,,,,,,,,
6062,60.62,0.411292,1.775879,3.639968,,,,,,,,,,,,,,,,,,
6063,60.63,0.417829,1.782986,3.658859,,,,,,,,,,,,,,,,,,
6064,60.64,0.42487,1.790049,3.677122,,,,,,,,,,,,,,,,,,
6065,60.65,0.432411,1.797039,3.694752,,,,,,,,,,,,,,,,,,
6066,60.66,0.440448,1.803923,3.711746,,,,,,,,,,,,,,,,,,
6067,60.67,0.448976,1.810672,3.728101,,,,,,,,,,,,,,,,,,
6068,60.68,0.457988,1.817254,3.743819,,,,,,,,,,,,,,,,,,
6069,60.69,0.467478,1.823639,3.7589,,,,,,,,,,,,,,,,,,
6070,60.7,0.477438,1.829798,3.77335,,,,,,,,,,,,,,,,,,
6071,60.71,0.487859,1.835704,3.787171,,,,,,,,,,,,,,,,,,
6072,60.72,0.498732,1.84133,3.800373,,,,,,,,,,,,,,,,,,
6073,60.73,0.510046,1.846652,3.812963,,,,,,,,,,,,,,,,,,
6074,60.74,0.521792,1.851647,3.82495,,,,,,,,,,,,,,,,,,
6075,60.75,0.533958,1.856294,3.836346,,,,,,,,,,,,,,,,,,
6076,60.76,0.546535,1.860574,3.847162,,,,,,,,,,,,,,,,,,
6077,60.77,0.559511,1.86447,3.857408,,,,,,,,,,,,,,,,,,
6078,60.78,0.572875,1.867966,3.867098,,,,,,,,,,,,,,,,,,
6079,60.79,0.586619,1.871049,3.876243,,,,,,,,,,,,,,,,,,
6080,60.8,0.600731,1.873706,3.884856,,,,,,,,,,,,,,,,,,
6081,60.81,0.615203,1.875927,3.892948,,,,,,,,,,,,,,,,,,
6082,60.82,0.630026,1.877703,3.90053,,,,,,,,,,,,,,,,,,
6083,60.83,0.645193,1.879026,3.907614,,,,,,,,,,,,,,,,,,
6084,60.84,0.660696,1.87989,3.914211,,,,,,,,,,,,,,,,,,
6085,60.85,0.67653,1.880291,3.92033,,,,,,,,,,,,,,,,,,
6086,60.86,0.692689,1.880226,3.925981,,,,,,,,,,,,,,,,,,
6087,60.87,0.70917,1.879694,3.931175,,,,,,,,,,,,,,,,,,
6088,60.88,0.725968,1.878696,3.93592,,,,,,,,,,,,,,,,,,
6089,60.89,0.743082,1.877232,3.940225,,,,,,,,,,,,,,,,,,
6090,60.9,0.760509,1.875305,3.944101,,,,,,,,,,,,,,,,,,
6091,60.91,0.778249,1.872919,3.947557,,,,,,,,,,,,,,,,,,
6092,60.92,0.7963,1.870076,3.950604,,,,,,,,,,,,,,,,,,
6093,60.93,0.814663,1.866783,3.95325,,,,,,,,,,,,,,,,,,
6094,60.94,0.833336,1.863043,3.955506,,,,,,,,,,,,,,,,,,
6095,60.95,0.852321,1.858863,3.957383,,,,,,,,,,,,,,,,,,
6096,60.96,0.871616,1.854248,3.958891,,,,,,,,,,,,,,,,,,
6097,60.97,0.891221,1.849204,3.960041,,,,,,,,,,,,,,,,,,
6098,60.98,0.911136,1.843737,3.960842,,,,,,,,,,,,,,,,,,
6099,60.99,0.931361,1.837854,3.961307,,,,,,,,,,,,,,,,,,
6100,61,0.951893,1.831563,3.961445,,,,,,,,,,,,,,,,,,
6101,61.01,0.972733,1.824871,3.961268,,,,,,,,,,,,,,,,,,
6102,61.02,0.993878,1.817789,3.960788,,,,,,,,,,,,,,,,,,
6103,61.03,1.015327,1.810326,3.960016,,,,,,,,,,,,,,,,,,
6104,61.04,1.037079,1.802496,3.958965,,,,,,,,,,,,,,,,,,
6105,61.05,1.059133,1.794313,3.957646,,,,,,,,,,,,,,,,,,
6106,61.06,1.081488,1.785791,3.956074,,,,,,,,,,,,,,,,,,
6107,61.07,1.104144,1.776949,3.954263,,,,,,,,,,,,,,,,,,
6108,61.08,1.1271,1.767807,3.952228,,,,,,,,,,,,,,,,,,
6109,61.09,1.15036,1.758387,3.949984,,,,,,,,,,,,,,,,,,
6110,61.1,1.173923,1.748713,3.947547,,,,,,,,,,,,,,,,,,
6111,61.11,1.197791,1.73881,3.944935,,,,,,,,,,,,,,,,,,
6112,61.12,1.221968,1.728706,3.942165,,,,,,,,,,,,,,,,,,
6113,61.13,1.246457,1.718431,3.939254,,,,,,,,,,,,,,,,,,
6114,61.14,1.271259,1.708012,3.936221,,,,,,,,,,,,,,,,,,
6115,61.15,1.29638,1.697482,3.933082,,,,,,,,,,,,,,,,,,
6116,61.16,1.32182,1.686872,3.929854,,,,,,,,,,,,,,,,,,
6117,61.17,1.347583,1.676212,3.926555,,,,,,,,,,,,,,,,,,
6118,61.18,1.37367,1.665533,3.923201,,,,,,,,,,,,,,,,,,
6119,61.19,1.400082,1.654866,3.919806,,,,,,,,,,,,,,,,,,
6120,61.2,1.42682,1.644239,3.916386,,,,,,,,,,,,,,,,,,
6121,61.21,1.453883,1.633683,3.912956,,,,,,,,,,,,,,,,,,
6122,61.22,1.48127,1.623224,3.909529,,,,,,,,,,,,,,,,,,
6123,61.23,1.508978,1.61289,3.906119,,,,,,,,,,,,,,,,,,
6124,61.24,1.537004,1.602705,3.90274,,,,,,,,,,,,,,,,,,
6125,61.25,1.565344,1.592695,3.899406,,,,,,,,,,,,,,,,,,
6126,61.26,1.593995,1.582882,3.896129,,,,,,,,,,,,,,,,,,
6127,61.27,1.622951,1.573289,3.892923,,,,,,,,,,,,,,,,,,
6128,61.28,1.652206,1.563936,3.889799,,,,,,,,,,,,,,,,,,
6129,61.29,1.681754,1.554843,3.886772,,,,,,,,,,,,,,,,,,
6130,61.3,1.711588,1.546027,3.883851,,,,,,,,,,,,,,,,,,
6131,61.31,1.741701,1.537503,3.881048,,,,,,,,,,,,,,,,,,
6132,61.32,1.772083,1.529288,3.878372,,,,,,,,,,,,,,,,,,
6133,61.33,1.802725,1.521391,3.875831,,,,,,,,,,,,,,,,,,
6134,61.34,1.833617,1.513824,3.873431,,,,,,,,,,,,,,,,,,
6135,61.35,1.864748,1.506596,3.871176,,,,,,,,,,,,,,,,,,
6136,61.36,1.896106,1.499711,3.869069,,,,,,,,,,,,,,,,,,
6137,61.37,1.927678,1.493175,3.86711,,,,,,,,,,,,,,,,,,
6138,61.38,1.95945,1.486991,3.865296,,,,,,,,,,,,,,,,,,
6139,61.39,1.991408,1.481158,3.863623,,,,,,,,,,,,,,,,,,
6140,61.4,2.023537,1.475678,3.862083,,,,,,,,,,,,,,,,,,
6141,61.41,2.055819,1.470549,3.860667,,,,,,,,,,,,,,,,,,
6142,61.42,2.088238,1.465768,3.859363,,,,,,,,,,,,,,,,,,
6143,61.43,2.120776,1.461333,3.858156,,,,,,,,,,,,,,,,,,
6144,61.44,2.153414,1.45724,3.85703,,,,,,,,,,,,,,,,,,
6145,61.45,2.186132,1.453487,3.855966,,,,,,,,,,,,,,,,,,
6146,61.46,2.218911,1.450068,3.854943,,,,,,,,,,,,,,,,,,
6147,61.47,2.25173,1.446982,3.853937,,,,,,,,,,,,,,,,,,
6148,61.48,2.284567,1.444225,3.852924,,,,,,,,,,,,,,,,,,
6149,61.49,2.317401,1.441793,3.851877,,,,,,,,,,,,,,,,,,
6150,61.5,2.350209,1.439683,3.850768,,,,,,,,,,,,,,,,,,
6151,61.51,2.382969,1.437892,3.849567,,,,,,,,,,,,,,,,,,
6152,61.52,2.415658,1.436418,3.848244,,,,,,,,,,,,,,,,,,
6153,61.53,2.448252,1.435256,3.846769,,,,,,,,,,,,,,,,,,
6154,61.54,2.480729,1.434405,3.84511,,,,,,,,,,,,,,,,,,
6155,61.55,2.513063,1.43386,3.843236,,,,,,,,,,,,,,,,,,
6156,61.56,2.545232,1.433617,3.841116,,,,,,,,,,,,,,,,,,
6157,61.57,2.57721,1.433673,3.838719,,,,,,,,,,,,,,,,,,
6158,61.58,2.608976,1.434022,3.836015,,,,,,,,,,,,,,,,,,
6159,61.59,2.640505,1.434658,3.832977,,,,,,,,,,,,,,,,,,
6160,61.6,2.671773,1.435575,3.829576,,,,,,,,,,,,,,,,,,
6161,61.61,2.702758,1.436764,3.825788,,,,,,,,,,,,,,,,,,
6162,61.62,2.733435,1.438216,3.821586,,,,,,,,,,,,,,,,,,
6163,61.63,2.763784,1.439921,3.816949,,,,,,,,,,,,,,,,,,
6164,61.64,2.79378,1.441869,3.811856,,,,,,,,,,,,,,,,,,
6165,61.65,2.823403,1.444045,3.806288,,,,,,,,,,,,,,,,,,
6166,61.66,2.852632,1.446438,3.80023,,,,,,,,,,,,,,,,,,
6167,61.67,2.881444,1.449031,3.793665,,,,,,,,,,,,,,,,,,
6168,61.68,2.909821,1.45181,3.786582,,,,,,,,,,,,,,,,,,
6169,61.69,2.937741,1.454757,3.778972,,,,,,,,,,,,,,,,,,
6170,61.7,2.965187,1.457857,3.770827,,,,,,,,,,,,,,,,,,
6171,61.71,2.992139,1.46109,3.762141,,,,,,,,,,,,,,,,,,
6172,61.72,3.018581,1.46444,3.752911,,,,,,,,,,,,,,,,,,
6173,61.73,3.044495,1.467887,3.743137,,,,,,,,,,,,,,,,,,
6174,61.74,3.069865,1.471413,3.732819,,,,,,,,,,,,,,,,,,
6175,61.75,3.094677,1.475,3.721961,,,,,,,,,,,,,,,,,,
6176,61.76,3.118916,1.47863,3.710567,,,,,,,,,,,,,,,,,,
6177,61.77,3.142568,1.482284,3.698645,,,,,,,,,,,,,,,,,,
6178,61.78,3.16562,1.485945,3.6862,,,,,,,,,,,,,,,,,,
6179,61.79,3.18806,1.489595,3.673243,,,,,,,,,,,,,,,,,,
6180,61.8,3.209877,1.493217,3.659784,,,,,,,,,,,,,,,,,,
6181,61.81,3.231061,1.496793,3.645832,,,,,,,,,,,,,,,,,,
6182,61.82,3.251601,1.500308,3.631398,,,,,,,,,,,,,,,,,,
6183,61.83,3.271488,1.503743,3.616495,,,,,,,,,,,,,,,,,,
6184,61.84,3.290713,1.507084,3.601133,,,,,,,,,,,,,,,,,,
6185,61.85,3.309271,1.510315,3.585323,,,,,,,,,,,,,,,,,,
6186,61.86,3.327153,1.513419,3.569076,,,,,,,,,,,,,,,,,,
6187,61.87,3.344356,1.516382,3.552403,,,,,,,,,,,,,,,,,,
6188,61.88,3.360874,1.519189,3.535314,,,,,,,,,,,,,,,,,,
6189,61.89,3.376706,1.521827,3.517819,,,,,,,,,,,,,,,,,,
6190,61.9,3.39185,1.524283,3.499927,,,,,,,,,,,,,,,,,,
6191,61.91,3.406307,1.526543,3.481645,,,,,,,,,,,,,,,,,,
6192,61.92,3.420078,1.528598,3.462983,,,,,,,,,,,,,,,,,,
6193,61.93,3.433165,1.530437,3.443949,,,,,,,,,,,,,,,,,,
6194,61.94,3.445575,1.532051,3.424549,,,,,,,,,,,,,,,,,,
6195,61.95,3.457313,1.533432,3.404791,,,,,,,,,,,,,,,,,,
6196,61.96,3.468386,1.534574,3.384682,,,,,,,,,,,,,,,,,,
6197,61.97,3.478802,1.535472,3.36423,,,,,,,,,,,,,,,,,,
6198,61.98,3.488572,1.536123,3.343442,,,,,,,,,,,,,,,,,,
6199,61.99,3.497706,1.536525,3.322326,,,,,,,,,,,,,,,,,,
6200,62,3.506215,1.536679,3.30089,,,,,,,,,,,,,,,,,,
6201,62.01,3.514111,1.536585,3.279142,,,,,,,,,,,,,,,,,,
6202,62.02,3.521406,1.536247,3.25709,,,,,,,,,,,,,,,,,,
6203,62.03,3.528113,1.535669,3.234743,,,,,,,,,,,,,,,,,,
6204,62.04,3.534244,1.534857,3.212109,,,,,,,,,,,,,,,,,,
6205,62.05,3.539813,1.533819,3.189198,,,,,,,,,,,,,,,,,,
6206,62.06,3.544832,1.532562,3.166018,,,,,,,,,,,,,,,,,,
6207,62.07,3.549314,1.531096,3.142579,,,,,,,,,,,,,,,,,,
6208,62.08,3.553271,1.529431,3.11889,,,,,,,,,,,,,,,,,,
6209,62.09,3.556716,1.527579,3.094959,,,,,,,,,,,,,,,,,,
6210,62.1,3.559661,1.52555,3.070796,,,,,,,,,,,,,,,,,,
6211,62.11,3.562116,1.523359,3.04641,,,,,,,,,,,,,,,,,,
6212,62.12,3.564093,1.521017,3.021809,,,,,,,,,,,,,,,,,,
6213,62.13,3.565603,1.51854,2.997002,,,,,,,,,,,,,,,,,,
6214,62.14,3.566657,1.515941,2.971997,,,,,,,,,,,,,,,,,,
6215,62.15,3.567264,1.513234,2.946803,,,,,,,,,,,,,,,,,,
6216,62.16,3.567435,1.510435,2.921427,,,,,,,,,,,,,,,,,,
6217,62.17,3.567179,1.507558,2.895877,,,,,,,,,,,,,,,,,,
6218,62.18,3.566506,1.504617,2.870161,,,,,,,,,,,,,,,,,,
6219,62.19,3.565423,1.501626,2.844285,,,,,,,,,,,,,,,,,,
6220,62.2,3.56394,1.498599,2.818258,,,,,,,,,,,,,,,,,,
6221,62.21,3.562062,1.495548,2.792087,,,,,,,,,,,,,,,,,,
6222,62.22,3.559798,1.492486,2.765778,,,,,,,,,,,,,,,,,,
6223,62.23,3.557152,1.489423,2.739341,,,,,,,,,,,,,,,,,,
6224,62.24,3.55413,1.486369,2.712781,,,,,,,,,,,,,,,,,,
6225,62.25,3.550735,1.483335,2.686109,,,,,,,,,,,,,,,,,,
6226,62.26,3.54697,1.480327,2.659331,,,,,,,,,,,,,,,,,,
6227,62.27,3.54284,1.477353,2.632455,,,,,,,,,,,,,,,,,,
6228,62.28,3.538345,1.474419,2.605491,,,,,,,,,,,,,,,,,,
6229,62.29,3.533489,1.471533,2.578445,,,,,,,,,,,,,,,,,,
6230,62.3,3.528273,1.468699,2.551328,,,,,,,,,,,,,,,,,,
6231,62.31,3.5227,1.465922,2.524146,,,,,,,,,,,,,,,,,,
6232,62.32,3.516773,1.463208,2.496907,,,,,,,,,,,,,,,,,,
6233,62.33,3.510497,1.460561,2.469619,,,,,,,,,,,,,,,,,,
6234,62.34,3.503873,1.457986,2.442289,,,,,,,,,,,,,,,,,,
6235,62.35,3.496908,1.455487,2.414925,,,,,,,,,,,,,,,,,,
6236,62.36,3.489608,1.453069,2.387532,,,,,,,,,,,,,,,,,,
6237,62.37,3.481976,1.450736,2.360118,,,,,,,,,,,,,,,,,,
6238,62.38,3.47402,1.448493,2.332689,,,,,,,,,,,,,,,,,,
6239,62.39,3.465746,1.446343,2.305251,,,,,,,,,,,,,,,,,,
6240,62.4,3.457161,1.444291,2.27781,,,,,,,,,,,,,,,,,,
6241,62.41,3.448272,1.442339,2.250372,,,,,,,,,,,,,,,,,,
6242,62.42,3.439085,1.44049,2.222944,,,,,,,,,,,,,,,,,,
6243,62.43,3.429607,1.438748,2.195532,,,,,,,,,,,,,,,,,,
6244,62.44,3.419846,1.437115,2.168142,,,,,,,,,,,,,,,,,,
6245,62.45,3.409809,1.435593,2.140781,,,,,,,,,,,,,,,,,,
6246,62.46,3.399503,1.434185,2.113455,,,,,,,,,,,,,,,,,,
6247,62.47,3.388936,1.432893,2.08617,,,,,,,,,,,,,,,,,,
6248,62.48,3.378115,1.431718,2.058935,,,,,,,,,,,,,,,,,,
6249,62.49,3.367048,1.430663,2.031755,,,,,,,,,,,,,,,,,,
6250,62.5,3.355743,1.429731,2.004637,,,,,,,,,,,,,,,,,,
6251,62.51,3.344209,1.428922,1.977588,,,,,,,,,,,,,,,,,,
6252,62.52,3.332453,1.42824,1.950615,,,,,,,,,,,,,,,,,,
6253,62.53,3.320485,1.427686,1.923724,,,,,,,,,,,,,,,,,,
6254,62.54,3.308312,1.427264,1.896923,,,,,,,,,,,,,,,,,,
6255,62.55,3.295942,1.426975,1.870218,,,,,,,,,,,,,,,,,,
6256,62.56,3.283383,1.426821,1.843616,,,,,,,,,,,,,,,,,,
6257,62.57,3.270643,1.426805,1.817124,,,,,,,,,,,,,,,,,,
6258,62.58,3.257728,1.426928,1.790748,,,,,,,,,,,,,,,,,,
6259,62.59,3.244644,1.427192,1.764496,,,,,,,,,,,,,,,,,,
6260,62.6,3.231396,1.427598,1.738373,,,,,,,,,,,,,,,,,,
6261,62.61,3.217991,1.428146,1.712386,,,,,,,,,,,,,,,,,,
6262,62.62,3.204433,1.428837,1.68654,,,,,,,,,,,,,,,,,,
6263,62.63,3.190725,1.429669,1.660842,,,,,,,,,,,,,,,,,,
6264,62.64,3.176873,1.430642,1.635296,,,,,,,,,,,,,,,,,,
6265,62.65,3.162878,1.431754,1.609908,,,,,,,,,,,,,,,,,,
6266,62.66,3.148746,1.433003,1.584681,,,,,,,,,,,,,,,,,,
6267,62.67,3.134478,1.434385,1.55962,,,,,,,,,,,,,,,,,,
6268,62.68,3.120079,1.435897,1.534727,,,,,,,,,,,,,,,,,,
6269,62.69,3.105551,1.437535,1.510006,,,,,,,,,,,,,,,,,,
6270,62.7,3.090897,1.439294,1.485458,,,,,,,,,,,,,,,,,,
6271,62.71,3.07612,1.441169,1.461088,,,,,,,,,,,,,,,,,,
6272,62.72,3.061224,1.443155,1.436895,,,,,,,,,,,,,,,,,,
6273,62.73,3.046208,1.445244,1.412885,,,,,,,,,,,,,,,,,,
6274,62.74,3.031076,1.44743,1.389059,,,,,,,,,,,,,,,,,,
6275,62.75,3.015829,1.449707,1.365422,,,,,,,,,,,,,,,,,,
6276,62.76,3.000467,1.452066,1.341978,,,,,,,,,,,,,,,,,,
6277,62.77,2.98499,1.454501,1.318734,,,,,,,,,,,,,,,,,,
6278,62.78,2.969397,1.457002,1.295697,,,,,,,,,,,,,,,,,,
6279,62.79,2.953687,1.459562,1.272874,,,,,,,,,,,,,,,,,,
6280,62.8,2.937858,1.462171,1.250276,,,,,,,,,,,,,,,,,,
6281,62.81,2.921908,1.464821,1.227911,,,,,,,,,,,,,,,,,,
6282,62.82,2.905833,1.467503,1.205791,,,,,,,,,,,,,,,,,,
6283,62.83,2.88963,1.470207,1.183929,,,,,,,,,,,,,,,,,,
6284,62.84,2.873295,1.472924,1.162336,,,,,,,,,,,,,,,,,,
6285,62.85,2.856825,1.475643,1.141027,,,,,,,,,,,,,,,,,,
