Format Version,1.23,Take Name,601_no1,Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2023-04-13 07.39.33.825 午征ECapture Start Frame,835242,Total Frames in Take,73413,Total Exported Frames,72923,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
, ,,,,,,,,,,,,,,,,,,,,,
,Type,Marker,Marker,Marker,,,,,,,,,,,,,,,,,,
,Name,Unlabeled 2255,Unlabeled 2255,Unlabeled 2255,,,,,,,,,,,,,,,,,,
,ID,1E2D05B9E45472311EE,1E2D05B9E45472311EE,1E2D05B9E45472311EE,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,,,,,,,,,,,,,,,,,,
2162,21.62,1.475544,1.784015,3.18239,,,,,,,,,,,,,,,,,,
2163,21.63,1.477968,1.785498,3.202599,,,,,,,,,,,,,,,,,,
2164,21.64,1.480738,1.786918,3.222651,,,,,,,,,,,,,,,,,,
2165,21.65,1.483881,1.788273,3.242543,,,,,,,,,,,,,,,,,,
2166,21.66,1.487422,1.789561,3.26227,,,,,,,,,,,,,,,,,,
2167,21.67,1.491388,1.790778,3.281828,,,,,,,,,,,,,,,,,,
2168,21.68,1.4958,1.791919,3.301212,,,,,,,,,,,,,,,,,,
2169,21.69,1.500679,1.792977,3.320419,,,,,,,,,,,,,,,,,,
2170,21.7,1.506042,1.793946,3.339443,,,,,,,,,,,,,,,,,,
2171,21.71,1.511907,1.794819,3.35828,,,,,,,,,,,,,,,,,,
2172,21.72,1.518285,1.795586,3.376925,,,,,,,,,,,,,,,,,,
2173,21.73,1.52519,1.796241,3.395374,,,,,,,,,,,,,,,,,,
2174,21.74,1.532629,1.796773,3.413623,,,,,,,,,,,,,,,,,,
2175,21.75,1.540611,1.797174,3.431665,,,,,,,,,,,,,,,,,,
2176,21.76,1.54914,1.797435,3.449497,,,,,,,,,,,,,,,,,,
2177,21.77,1.558219,1.797549,3.467113,,,,,,,,,,,,,,,,,,
2178,21.78,1.567849,1.797506,3.484509,,,,,,,,,,,,,,,,,,
2179,21.79,1.57803,1.797301,3.501677,,,,,,,,,,,,,,,,,,
2180,21.8,1.58876,1.796927,3.518614,,,,,,,,,,,,,,,,,,
2181,21.81,1.600036,1.796379,3.535312,,,,,,,,,,,,,,,,,,
2182,21.82,1.611852,1.795655,3.551766,,,,,,,,,,,,,,,,,,
2183,21.83,1.624203,1.794753,3.567968,,,,,,,,,,,,,,,,,,
2184,21.84,1.637082,1.793673,3.583913,,,,,,,,,,,,,,,,,,
2185,21.85,1.650481,1.792417,3.599592,,,,,,,,,,,,,,,,,,
2186,21.86,1.664392,1.79099,3.614999,,,,,,,,,,,,,,,,,,
2187,21.87,1.678805,1.789398,3.630127,,,,,,,,,,,,,,,,,,
2188,21.88,1.693711,1.787649,3.644967,,,,,,,,,,,,,,,,,,
2189,21.89,1.7091,1.785753,3.659512,,,,,,,,,,,,,,,,,,
2190,21.9,1.724963,1.783722,3.673754,,,,,,,,,,,,,,,,,,
2191,21.91,1.741289,1.78157,3.687685,,,,,,,,,,,,,,,,,,
2192,21.92,1.758068,1.77931,3.701297,,,,,,,,,,,,,,,,,,
2193,21.93,1.775289,1.776958,3.714582,,,,,,,,,,,,,,,,,,
2194,21.94,1.792942,1.77453,3.727534,,,,,,,,,,,,,,,,,,
2195,21.95,1.811016,1.772042,3.740144,,,,,,,,,,,,,,,,,,
2196,21.96,1.8295,1.769511,3.752406,,,,,,,,,,,,,,,,,,
2197,21.97,1.848382,1.766951,3.764313,,,,,,,,,,,,,,,,,,
2198,21.98,1.867651,1.764379,3.775858,,,,,,,,,,,,,,,,,,
2199,21.99,1.887295,1.761809,3.787035,,,,,,,,,,,,,,,,,,
2200,22,1.9073,1.759254,3.797838,,,,,,,,,,,,,,,,,,
2201,22.01,1.927654,1.756726,3.808261,,,,,,,,,,,,,,,,,,
2202,22.02,1.948343,1.754238,3.8183,,,,,,,,,,,,,,,,,,
2203,22.03,1.969352,1.7518,3.82795,,,,,,,,,,,,,,,,,,
2204,22.04,1.990666,1.749421,3.837205,,,,,,,,,,,,,,,,,,
2205,22.05,2.012269,1.74711,3.846063,,,,,,,,,,,,,,,,,,
2206,22.06,2.034145,1.744876,3.854521,,,,,,,,,,,,,,,,,,
2207,22.07,2.056278,1.742725,3.862576,,,,,,,,,,,,,,,,,,
2208,22.08,2.078649,1.740665,3.870228,,,,,,,,,,,,,,,,,,
2209,22.09,2.101243,1.738704,3.877475,,,,,,,,,,,,,,,,,,
2210,22.1,2.12404,1.736847,3.884316,,,,,,,,,,,,,,,,,,
2211,22.11,2.147023,1.735101,3.890753,,,,,,,,,,,,,,,,,,
2212,22.12,2.170174,1.733474,3.896785,,,,,,,,,,,,,,,,,,
2213,22.13,2.193476,1.731971,3.902413,,,,,,,,,,,,,,,,,,
2214,22.14,2.216911,1.730597,3.907636,,,,,,,,,,,,,,,,,,
2215,22.15,2.240461,1.729359,3.912455,,,,,,,,,,,,,,,,,,
2216,22.16,2.264108,1.728261,3.916868,,,,,,,,,,,,,,,,,,
2217,22.17,2.287837,1.727307,3.920875,,,,,,,,,,,,,,,,,,
2218,22.18,2.31163,1.726501,3.924473,,,,,,,,,,,,,,,,,,
2219,22.19,2.33547,1.725846,3.92766,,,,,,,,,,,,,,,,,,
2220,22.2,2.35934,1.725344,3.930433,,,,,,,,,,,,,,,,,,
2221,22.21,2.383225,1.724995,3.93279,,,,,,,,,,,,,,,,,,
2222,22.22,2.407109,1.724802,3.934726,,,,,,,,,,,,,,,,,,
2223,22.23,2.430974,1.724763,3.936239,,,,,,,,,,,,,,,,,,
2224,22.24,2.454804,1.724877,3.937323,,,,,,,,,,,,,,,,,,
2225,22.25,2.478585,1.725143,3.937976,,,,,,,,,,,,,,,,,,
2226,22.26,2.502299,1.725559,3.938192,,,,,,,,,,,,,,,,,,
2227,22.27,2.525932,1.726121,3.937967,,,,,,,,,,,,,,,,,,
2228,22.28,2.549466,1.726826,3.937297,,,,,,,,,,,,,,,,,,
2229,22.29,2.572888,1.727668,3.936177,,,,,,,,,,,,,,,,,,
2230,22.3,2.596181,1.728643,3.9346,,,,,,,,,,,,,,,,,,
2231,22.31,2.61933,1.729744,3.932562,,,,,,,,,,,,,,,,,,
2232,22.32,2.642321,1.730964,3.930056,,,,,,,,,,,,,,,,,,
2233,22.33,2.665138,1.732295,3.927077,,,,,,,,,,,,,,,,,,
2234,22.34,2.687768,1.733728,3.923619,,,,,,,,,,,,,,,,,,
2235,22.35,2.710195,1.735252,3.919675,,,,,,,,,,,,,,,,,,
2236,22.36,2.732407,1.736859,3.91524,,,,,,,,,,,,,,,,,,
2237,22.37,2.754389,1.738535,3.910307,,,,,,,,,,,,,,,,,,
2238,22.38,2.776129,1.740268,3.90487,,,,,,,,,,,,,,,,,,
2239,22.39,2.797616,1.742046,3.898925,,,,,,,,,,,,,,,,,,
2240,22.4,2.818836,1.743856,3.892466,,,,,,,,,,,,,,,,,,
2241,22.41,2.839779,1.745684,3.88549,,,,,,,,,,,,,,,,,,
2242,22.42,2.860435,1.747515,3.877993,,,,,,,,,,,,,,,,,,
2243,22.43,2.880796,1.749337,3.869972,,,,,,,,,,,,,,,,,,
2244,22.44,2.900852,1.751136,3.861425,,,,,,,,,,,,,,,,,,
2245,22.45,2.920598,1.752899,3.852354,,,,,,,,,,,,,,,,,,
2246,22.46,2.940027,1.754614,3.842757,,,,,,,,,,,,,,,,,,
2247,22.47,2.959133,1.756268,3.832637,,,,,,,,,,,,,,,,,,
2248,22.48,2.977915,1.757852,3.821996,,,,,,,,,,,,,,,,,,
2249,22.49,2.996369,1.759354,3.810839,,,,,,,,,,,,,,,,,,
2250,22.5,3.014494,1.760766,3.799171,,,,,,,,,,,,,,,,,,
2251,22.51,3.03229,1.762079,3.786996,,,,,,,,,,,,,,,,,,
2252,22.52,3.049756,1.763285,3.774321,,,,,,,,,,,,,,,,,,
2253,22.53,3.066894,1.764377,3.761154,,,,,,,,,,,,,,,,,,
2254,22.54,3.083707,1.765348,3.747501,,,,,,,,,,,,,,,,,,
2255,22.55,3.100197,1.766192,3.733371,,,,,,,,,,,,,,,,,,
2256,22.56,3.116367,1.766904,3.718771,,,,,,,,,,,,,,,,,,
2257,22.57,3.132221,1.767478,3.70371,,,,,,,,,,,,,,,,,,
2258,22.58,3.147762,1.76791,3.688197,,,,,,,,,,,,,,,,,,
2259,22.59,3.162996,1.768196,3.67224,,,,,,,,,,,,,,,,,,
2260,22.6,3.177926,1.768332,3.655849,,,,,,,,,,,,,,,,,,
2261,22.61,3.192557,1.768317,3.639032,,,,,,,,,,,,,,,,,,
2262,22.62,3.206893,1.768148,3.621799,,,,,,,,,,,,,,,,,,
2263,22.63,3.22094,1.767823,3.604158,,,,,,,,,,,,,,,,,,
2264,22.64,3.234702,1.767341,3.586121,,,,,,,,,,,,,,,,,,
2265,22.65,3.248183,1.766703,3.567694,,,,,,,,,,,,,,,,,,
2266,22.66,3.261388,1.765908,3.548889,,,,,,,,,,,,,,,,,,
2267,22.67,3.27432,1.764957,3.529713,,,,,,,,,,,,,,,,,,
2268,22.68,3.286985,1.763852,3.510175,,,,,,,,,,,,,,,,,,
2269,22.69,3.299385,1.762595,3.490285,,,,,,,,,,,,,,,,,,
2270,22.7,3.311522,1.761187,3.470049,,,,,,,,,,,,,,,,,,
2271,22.71,3.323402,1.759632,3.449475,,,,,,,,,,,,,,,,,,
2272,22.72,3.335024,1.757931,3.428571,,,,,,,,,,,,,,,,,,
2273,22.73,3.346392,1.75609,3.407344,,,,,,,,,,,,,,,,,,
2274,22.74,3.357507,1.754113,3.3858,,,,,,,,,,,,,,,,,,
2275,22.75,3.368369,1.752003,3.363945,,,,,,,,,,,,,,,,,,
2276,22.76,3.37898,1.749766,3.341785,,,,,,,,,,,,,,,,,,
2277,22.77,3.389338,1.747408,3.319325,,,,,,,,,,,,,,,,,,
2278,22.78,3.399442,1.744936,3.296572,,,,,,,,,,,,,,,,,,
2279,22.79,3.409291,1.742356,3.273529,,,,,,,,,,,,,,,,,,
2280,22.8,3.418881,1.739677,3.250201,,,,,,,,,,,,,,,,,,
2281,22.81,3.428209,1.736907,3.226592,,,,,,,,,,,,,,,,,,
2282,22.82,3.43727,1.734054,3.202707,,,,,,,,,,,,,,,,,,
2283,22.83,3.446058,1.731129,3.17855,,,,,,,,,,,,,,,,,,
2284,22.84,3.454568,1.728141,3.154126,,,,,,,,,,,,,,,,,,
2285,22.85,3.462793,1.7251,3.129437,,,,,,,,,,,,,,,,,,
2286,22.86,3.470724,1.722016,3.104488,,,,,,,,,,,,,,,,,,
2287,22.87,3.478353,1.718902,3.079284,,,,,,,,,,,,,,,,,,
2288,22.88,3.485673,1.715767,3.053828,,,,,,,,,,,,,,,,,,
2289,22.89,3.492674,1.712624,3.028125,,,,,,,,,,,,,,,,,,
2290,22.9,3.499346,1.709484,3.002178,,,,,,,,,,,,,,,,,,
2291,22.91,3.505681,1.706357,2.975992,,,,,,,,,,,,,,,,,,
2292,22.92,3.51167,1.703256,2.949572,,,,,,,,,,,,,,,,,,
2293,22.93,3.517303,1.700191,2.922922,,,,,,,,,,,,,,,,,,
2294,22.94,3.522572,1.697172,2.896048,,,,,,,,,,,,,,,,,,
2295,22.95,3.527467,1.694209,2.868954,,,,,,,,,,,,,,,,,,
2296,22.96,3.531981,1.691311,2.841647,,,,,,,,,,,,,,,,,,
2297,22.97,3.536107,1.688486,2.814131,,,,,,,,,,,,,,,,,,
2298,22.98,3.539837,1.685742,2.786413,,,,,,,,,,,,,,,,,,
2299,22.99,3.543167,1.683085,2.758499,,,,,,,,,,,,,,,,,,
2300,23,3.54609,1.680521,2.730396,,,,,,,,,,,,,,,,,,
2301,23.01,3.548605,1.678055,2.702111,,,,,,,,,,,,,,,,,,
2302,23.02,3.550707,1.675691,2.67365,,,,,,,,,,,,,,,,,,
2303,23.03,3.552395,1.67343,2.645022,,,,,,,,,,,,,,,,,,
2304,23.04,3.553668,1.671276,2.616234,,,,,,,,,,,,,,,,,,
2305,23.05,3.554528,1.669229,2.587293,,,,,,,,,,,,,,,,,,
2306,23.06,3.554975,1.66729,2.558209,,,,,,,,,,,,,,,,,,
2307,23.07,3.555012,1.665458,2.528989,,,,,,,,,,,,,,,,,,
2308,23.08,3.554642,1.663733,2.499641,,,,,,,,,,,,,,,,,,
2309,23.09,3.553871,1.662113,2.470174,,,,,,,,,,,,,,,,,,
2310,23.1,3.552703,1.660597,2.440597,,,,,,,,,,,,,,,,,,
2311,23.11,3.551144,1.659184,2.410917,,,,,,,,,,,,,,,,,,
2312,23.12,3.549201,1.657872,2.381144,,,,,,,,,,,,,,,,,,
2313,23.13,3.546882,1.65666,2.351285,,,,,,,,,,,,,,,,,,
2314,23.14,3.544195,1.655547,2.32135,,,,,,,,,,,,,,,,,,
2315,23.15,3.541147,1.654532,2.291346,,,,,,,,,,,,,,,,,,
2316,23.16,3.537749,1.653614,2.261283,,,,,,,,,,,,,,,,,,
2317,23.17,3.534008,1.652794,2.231169,,,,,,,,,,,,,,,,,,
2318,23.18,3.529934,1.652073,2.201012,,,,,,,,,,,,,,,,,,
2319,23.19,3.525536,1.65145,2.170822,,,,,,,,,,,,,,,,,,
2320,23.2,3.520822,1.650926,2.140609,,,,,,,,,,,,,,,,,,
2321,23.21,3.5158,1.650505,2.110381,,,,,,,,,,,,,,,,,,
2322,23.22,3.510477,1.650186,2.080148,,,,,,,,,,,,,,,,,,
2323,23.23,3.504859,1.649971,2.049922,,,,,,,,,,,,,,,,,,
2324,23.24,3.498952,1.649863,2.019712,,,,,,,,,,,,,,,,,,
2325,23.25,3.492759,1.649864,1.989531,,,,,,,,,,,,,,,,,,
2326,23.26,3.486283,1.649976,1.95939,,,,,,,,,,,,,,,,,,
2327,23.27,3.479526,1.6502,1.929302,,,,,,,,,,,,,,,,,,
2328,23.28,3.472488,1.65054,1.899279,,,,,,,,,,,,,,,,,,
2329,23.29,3.465169,1.650996,1.869335,,,,,,,,,,,,,,,,,,
2330,23.3,3.457567,1.651572,1.839484,,,,,,,,,,,,,,,,,,
2331,23.31,3.44968,1.652268,1.809739,,,,,,,,,,,,,,,,,,
2332,23.32,3.441504,1.653086,1.780116,,,,,,,,,,,,,,,,,,
2333,23.33,3.433035,1.654027,1.750629,,,,,,,,,,,,,,,,,,
2334,23.34,3.424269,1.655092,1.721294,,,,,,,,,,,,,,,,,,
2335,23.35,3.4152,1.656282,1.692125,,,,,,,,,,,,,,,,,,
2336,23.36,3.405822,1.657595,1.66314,,,,,,,,,,,,,,,,,,
2337,23.37,3.396127,1.659032,1.634352,,,,,,,,,,,,,,,,,,
2338,23.38,3.386109,1.66059,1.605779,,,,,,,,,,,,,,,,,,
2339,23.39,3.375759,1.662267,1.577437,,,,,,,,,,,,,,,,,,
2340,23.4,3.36507,1.664061,1.549341,,,,,,,,,,,,,,,,,,
2341,23.41,3.354032,1.665966,1.521508,,,,,,,,,,,,,,,,,,
2342,23.42,3.342637,1.667979,1.493954,,,,,,,,,,,,,,,,,,
2343,23.43,3.330876,1.670094,1.466694,,,,,,,,,,,,,,,,,,
2344,23.44,3.31874,1.672306,1.439743,,,,,,,,,,,,,,,,,,
2345,23.45,3.30622,1.674608,1.413118,,,,,,,,,,,,,,,,,,
2346,23.46,3.293307,1.676992,1.386832,,,,,,,,,,,,,,,,,,
2347,23.47,3.279994,1.679452,1.360899,,,,,,,,,,,,,,,,,,
2348,23.48,3.266274,1.68198,1.335334,,,,,,,,,,,,,,,,,,
2349,23.49,3.25214,1.684568,1.310148,,,,,,,,,,,,,,,,,,
2350,23.5,3.237586,1.687208,1.285354,,,,,,,,,,,,,,,,,,
2351,23.51,3.222609,1.689892,1.260963,,,,,,,,,,,,,,,,,,
2352,23.52,3.207206,1.692611,1.236984,,,,,,,,,,,,,,,,,,
2353,23.53,3.191375,1.695359,1.213425,,,,,,,,,,,,,,,,,,
2354,23.54,3.175117,1.698128,1.190296,,,,,,,,,,,,,,,,,,
2355,23.55,3.158432,1.700909,1.167603,,,,,,,,,,,,,,,,,,
2356,23.56,3.141326,1.703695,1.145351,,,,,,,,,,,,,,,,,,
2357,23.57,3.123802,1.70648,1.123546,,,,,,,,,,,,,,,,,,
2358,23.58,3.105865,1.709257,1.102191,,,,,,,,,,,,,,,,,,
2359,23.59,3.087525,1.712018,1.081289,,,,,,,,,,,,,,,,,,
2360,23.6,3.068788,1.714758,1.060842,,,,,,,,,,,,,,,,,,
2361,23.61,3.049666,1.717471,1.040852,,,,,,,,,,,,,,,,,,
2362,23.62,3.030167,1.720151,1.02132,,,,,,,,,,,,,,,,,,
2363,23.63,3.010305,1.722792,1.002246,,,,,,,,,,,,,,,,,,
2364,23.64,2.99009,1.72539,0.983631,,,,,,,,,,,,,,,,,,
2365,23.65,2.969535,1.727939,0.965474,,,,,,,,,,,,,,,,,,
2366,23.66,2.948654,1.730435,0.947775,,,,,,,,,,,,,,,,,,
2367,23.67,2.927458,1.732874,0.930533,,,,,,,,,,,,,,,,,,
2368,23.68,2.905962,1.735249,0.913749,,,,,,,,,,,,,,,,,,
2369,23.69,2.884178,1.737558,0.897421,,,,,,,,,,,,,,,,,,
2370,23.7,2.862119,1.739795,0.881551,,,,,,,,,,,,,,,,,,
2371,23.71,2.839799,1.741956,0.866138,,,,,,,,,,,,,,,,,,
2372,23.72,2.81723,1.744038,0.851183,,,,,,,,,,,,,,,,,,
2373,23.73,2.794424,1.746037,0.836687,,,,,,,,,,,,,,,,,,
2374,23.74,2.771395,1.747949,0.822654,,,,,,,,,,,,,,,,,,
2375,23.75,2.748154,1.74977,0.809086,,,,,,,,,,,,,,,,,,
2376,23.76,2.724713,1.751498,0.795986,,,,,,,,,,,,,,,,,,
2377,23.77,2.701082,1.75313,0.78336,,,,,,,,,,,,,,,,,,
2378,23.78,2.677274,1.754663,0.771214,,,,,,,,,,,,,,,,,,
2379,23.79,2.653299,1.756095,0.759553,,,,,,,,,,,,,,,,,,
2380,23.8,2.629168,1.757426,0.748386,,,,,,,,,,,,,,,,,,
2381,23.81,2.604891,1.758655,0.737722,,,,,,,,,,,,,,,,,,
2382,23.82,2.580478,1.759781,0.72757,,,,,,,,,,,,,,,,,,
2383,23.83,2.555942,1.760804,0.71794,,,,,,,,,,,,,,,,,,
2384,23.84,2.531291,1.761726,0.708845,,,,,,,,,,,,,,,,,,
2385,23.85,2.506537,1.762549,0.700295,,,,,,,,,,,,,,,,,,
2386,23.86,2.481691,1.763274,0.692303,,,,,,,,,,,,,,,,,,
2387,23.87,2.456762,1.763904,0.684881,,,,,,,,,,,,,,,,,,
2388,23.88,2.431762,1.764442,0.678044,,,,,,,,,,,,,,,,,,
2389,23.89,2.406702,1.764891,0.671802,,,,,,,,,,,,,,,,,,
2390,23.9,2.381591,1.765253,0.66617,,,,,,,,,,,,,,,,,,
2391,23.91,2.356441,1.765533,0.661161,,,,,,,,,,,,,,,,,,
2392,23.92,2.331262,1.765731,0.656786,,,,,,,,,,,,,,,,,,
2393,23.93,2.306063,1.765852,0.653059,,,,,,,,,,,,,,,,,,
2394,23.94,2.280854,1.765896,0.649991,,,,,,,,,,,,,,,,,,
2395,23.95,2.255645,1.765865,0.647593,,,,,,,,,,,,,,,,,,
2396,23.96,2.230445,1.765759,0.645876,,,,,,,,,,,,,,,,,,
2397,23.97,2.205262,1.765578,0.644849,,,,,,,,,,,,,,,,,,
2398,23.98,2.180106,1.765321,0.64452,,,,,,,,,,,,,,,,,,
2399,23.99,2.154985,1.764987,0.644897,,,,,,,,,,,,,,,,,,
2400,24,2.129908,1.764575,0.645985,,,,,,,,,,,,,,,,,,
2401,24.01,2.104882,1.764081,0.647788,,,,,,,,,,,,,,,,,,
2402,24.02,2.079918,1.763504,0.65031,,,,,,,,,,,,,,,,,,
2403,24.03,2.055024,1.762841,0.653551,,,,,,,,,,,,,,,,,,
2404,24.04,2.030207,1.76209,0.65751,,,,,,,,,,,,,,,,,,
2405,24.05,2.005478,1.761248,0.662187,,,,,,,,,,,,,,,,,,
2406,24.06,1.980843,1.760315,0.667577,,,,,,,,,,,,,,,,,,
2407,24.07,1.956313,1.759289,0.673675,,,,,,,,,,,,,,,,,,
2408,24.08,1.931896,1.75817,0.680476,,,,,,,,,,,,,,,,,,
2409,24.09,1.907598,1.756959,0.687972,,,,,,,,,,,,,,,,,,
2410,24.1,1.88343,1.755658,0.696152,,,,,,,,,,,,,,,,,,
2411,24.11,1.859398,1.754269,0.705008,,,,,,,,,,,,,,,,,,
2412,24.12,1.83551,1.752797,0.714527,,,,,,,,,,,,,,,,,,
2413,24.13,1.811772,1.751244,0.724698,,,,,,,,,,,,,,,,,,
2414,24.14,1.788192,1.749618,0.735505,,,,,,,,,,,,,,,,,,
2415,24.15,1.764774,1.747924,0.746936,,,,,,,,,,,,,,,,,,
2416,24.16,1.741526,1.746169,0.758973,,,,,,,,,,,,,,,,,,
2417,24.17,1.718452,1.744361,0.771602,,,,,,,,,,,,,,,,,,
2418,24.18,1.695557,1.742508,0.784806,,,,,,,,,,,,,,,,,,
2419,24.19,1.672845,1.740619,0.798567,,,,,,,,,,,,,,,,,,
2420,24.2,1.650321,1.738703,0.812867,,,,,,,,,,,,,,,,,,
2421,24.21,1.627987,1.73677,0.827688,,,,,,,,,,,,,,,,,,
2422,24.22,1.605847,1.73483,0.843013,,,,,,,,,,,,,,,,,,
2423,24.23,1.583902,1.732894,0.858823,,,,,,,,,,,,,,,,,,
2424,24.24,1.562155,1.730973,0.875099,,,,,,,,,,,,,,,,,,
2425,24.25,1.540607,1.729077,0.891822,,,,,,,,,,,,,,,,,,
2426,24.26,1.519258,1.727218,0.908976,,,,,,,,,,,,,,,,,,
2427,24.27,1.498109,1.725406,0.926542,,,,,,,,,,,,,,,,,,
2428,24.28,1.477159,1.723653,0.944501,,,,,,,,,,,,,,,,,,
2429,24.29,1.456407,1.721969,0.962837,,,,,,,,,,,,,,,,,,
2430,24.3,1.435854,1.720366,0.981531,,,,,,,,,,,,,,,,,,
2431,24.31,1.415497,1.718852,1.000567,,,,,,,,,,,,,,,,,,
2432,24.32,1.395335,1.717438,1.019927,,,,,,,,,,,,,,,,,,
2433,24.33,1.375368,1.716133,1.039597,,,,,,,,,,,,,,,,,,
2434,24.34,1.355595,1.714946,1.059559,,,,,,,,,,,,,,,,,,
2435,24.35,1.336014,1.713884,1.079799,,,,,,,,,,,,,,,,,,
2436,24.36,1.316625,1.712956,1.100302,,,,,,,,,,,,,,,,,,
2437,24.37,1.297428,1.712168,1.121053,,,,,,,,,,,,,,,,,,
2438,24.38,1.278424,1.711527,1.142039,,,,,,,,,,,,,,,,,,
2439,24.39,1.259612,1.711037,1.163247,,,,,,,,,,,,,,,,,,
2440,24.4,1.240993,1.710704,1.184664,,,,,,,,,,,,,,,,,,
2441,24.41,1.22257,1.710532,1.20628,,,,,,,,,,,,,,,,,,
2442,24.42,1.204344,1.710523,1.228083,,,,,,,,,,,,,,,,,,
2443,24.43,1.186317,1.710679,1.250063,,,,,,,,,,,,,,,,,,
2444,24.44,1.168493,1.711001,1.272211,,,,,,,,,,,,,,,,,,
2445,24.45,1.150874,1.711489,1.294519,,,,,,,,,,,,,,,,,,
2446,24.46,1.133464,1.71214,1.316978,,,,,,,,,,,,,,,,,,
2447,24.47,1.116266,1.712952,1.339582,,,,,,,,,,,,,,,,,,
2448,24.48,1.099284,1.713922,1.362323,,,,,,,,,,,,,,,,,,
2449,24.49,1.082522,1.715044,1.385195,,,,,,,,,,,,,,,,,,
2450,24.5,1.065984,1.716312,1.408193,,,,,,,,,,,,,,,,,,
2451,24.51,1.049673,1.71772,1.431312,,,,,,,,,,,,,,,,,,
2452,24.52,1.033593,1.71926,1.454546,,,,,,,,,,,,,,,,,,
2453,24.53,1.017748,1.720924,1.477893,,,,,,,,,,,,,,,,,,
2454,24.54,1.002141,1.722702,1.501346,,,,,,,,,,,,,,,,,,
2455,24.55,0.986776,1.724586,1.524904,,,,,,,,,,,,,,,,,,
2456,24.56,0.971655,1.726565,1.548564,,,,,,,,,,,,,,,,,,
2457,24.57,0.956782,1.728629,1.572322,,,,,,,,,,,,,,,,,,
2458,24.58,0.942161,1.730766,1.596176,,,,,,,,,,,,,,,,,,
2459,24.59,0.927795,1.732966,1.620125,,,,,,,,,,,,,,,,,,
2460,24.6,0.913687,1.735218,1.644166,,,,,,,,,,,,,,,,,,
2461,24.61,0.899842,1.737509,1.668299,,,,,,,,,,,,,,,,,,
2462,24.62,0.886262,1.739829,1.692522,,,,,,,,,,,,,,,,,,
2463,24.63,0.872951,1.742167,1.716834,,,,,,,,,,,,,,,,,,
2464,24.64,0.859913,1.744513,1.741234,,,,,,,,,,,,,,,,,,
2465,24.65,0.847151,1.746855,1.765722,,,,,,,,,,,,,,,,,,
2466,24.66,0.83467,1.749186,1.790296,,,,,,,,,,,,,,,,,,
2467,24.67,0.82247,1.751496,1.814955,,,,,,,,,,,,,,,,,,
2468,24.68,0.810556,1.753777,1.839699,,,,,,,,,,,,,,,,,,
2469,24.69,0.79893,1.756021,1.864524,,,,,,,,,,,,,,,,,,
2470,24.7,0.787592,1.758224,1.889432,,,,,,,,,,,,,,,,,,
2471,24.71,0.776545,1.76038,1.914418,,,,,,,,,,,,,,,,,,
2472,24.72,0.765789,1.762484,1.939482,,,,,,,,,,,,,,,,,,
2473,24.73,0.755325,1.764533,1.964621,,,,,,,,,,,,,,,,,,
2474,24.74,0.745151,1.766526,1.989833,,,,,,,,,,,,,,,,,,
2475,24.75,0.735267,1.768461,2.015115,,,,,,,,,,,,,,,,,,
2476,24.76,0.725671,1.770339,2.040463,,,,,,,,,,,,,,,,,,
2477,24.77,0.716361,1.772161,2.065876,,,,,,,,,,,,,,,,,,
2478,24.78,0.707332,1.773929,2.091347,,,,,,,,,,,,,,,,,,
2479,24.79,0.69858,1.775647,2.116876,,,,,,,,,,,,,,,,,,
2480,24.8,0.690102,1.777317,2.142456,,,,,,,,,,,,,,,,,,
2481,24.81,0.68189,1.778946,2.168083,,,,,,,,,,,,,,,,,,
2482,24.82,0.673939,1.780539,2.193754,,,,,,,,,,,,,,,,,,
2483,24.83,0.66624,1.7821,2.219463,,,,,,,,,,,,,,,,,,
2484,24.84,0.658786,1.783636,2.245206,,,,,,,,,,,,,,,,,,
2485,24.85,0.651568,1.785154,2.270977,,,,,,,,,,,,,,,,,,
2486,24.86,0.644577,1.786658,2.296774,,,,,,,,,,,,,,,,,,
2487,24.87,0.637801,1.788155,2.322591,,,,,,,,,,,,,,,,,,
2488,24.88,0.631232,1.789649,2.348425,,,,,,,,,,,,,,,,,,
2489,24.89,0.624858,1.791145,2.374271,,,,,,,,,,,,,,,,,,
2490,24.9,0.618669,1.792646,2.400126,,,,,,,,,,,,,,,,,,
2491,24.91,0.612653,1.794156,2.425987,,,,,,,,,,,,,,,,,,
2492,24.92,0.606801,1.795675,2.451852,,,,,,,,,,,,,,,,,,
2493,24.93,0.601102,1.797205,2.477718,,,,,,,,,,,,,,,,,,
2494,24.94,0.595548,1.798744,2.503582,,,,,,,,,,,,,,,,,,
2495,24.95,0.590131,1.800291,2.529443,,,,,,,,,,,,,,,,,,
2496,24.96,0.584842,1.801844,2.555299,,,,,,,,,,,,,,,,,,
2497,24.97,0.579678,1.803399,2.581148,,,,,,,,,,,,,,,,,,
2498,24.98,0.574633,1.804952,2.606988,,,,,,,,,,,,,,,,,,
2499,24.99,0.569706,1.806498,2.632819,,,,,,,,,,,,,,,,,,
2500,25,0.564896,1.808032,2.658637,,,,,,,,,,,,,,,,,,
2501,25.01,0.560205,1.809549,2.684439,,,,,,,,,,,,,,,,,,
